date,city,precipitation,precipitation_normal,temp_min,temp_max,temp_normal_min,temp_normal_max
2017-09-02,Pittsburgh,32.00,26.7,53.0,80.0,58.7,82.2
2017-09-03,Pittsburgh,32.08,26.8,55.0,69.0,58.4,82.0
2017-09-04,Pittsburgh,32.08,26.91,54.0,76.0,58.2,81.8
2017-09-05,Pittsburgh,32.26,27.02,53.0,83.0,57.9,81.6
2017-09-06,Pittsburgh,32.26,27.12,57.0,74.0,57.6,81.3
2017-09-07,Pittsburgh,32.33,27.23,49.0,71.0,57.4,81.1
2017-09-08,Pittsburgh,32.57,27.33,50.0,67.0,57.1,80.8
2017-09-09,Pittsburgh,32.57,27.44,46.0,71.0,56.8,80.5
2017-09-10,Pittsburgh,32.57,27.54,45.0,72.0,56.5,80.2
2017-09-11,Pittsburgh,32.57,27.64,44.0,73.0,56.3,79.9
2017-09-12,Pittsburgh,32.57,27.74,46.0,75.0,56.0,79.6
2017-09-13,Pittsburgh,32.57,27.85,54.0,75.0,55.7,79.2
2017-09-14,Pittsburgh,32.65,27.96,57.0,83.0,55.4,78.9
2017-09-15,Pittsburgh,32.65,28.07,59.0,73.0,55.0,78.5
2017-09-16,Pittsburgh,32.65,28.19,60.0,78.0,54.7,78.2
2017-09-17,Pittsburgh,32.65,28.3,59.0,83.0,54.4,77.8
2017-09-18,Pittsburgh,32.65,28.41,60.0,86.0,54.1,77.4
2017-09-19,Pittsburgh,32.65,28.52,61.0,87.0,53.7,77.0
2017-09-20,Pittsburgh,32.65,28.63,61.0,87.0,53.4,76.6
2017-09-21,Pittsburgh,32.65,28.75,61.0,86.0,53.1,76.2
2017-09-22,Pittsburgh,32.65,28.86,60.0,90.0,52.7,75.8
2017-09-23,Pittsburgh,32.65,28.98,57.0,92.0,52.4,75.4
2017-09-24,Pittsburgh,32.65,29.09,56.0,93.0,52.0,74.9
2017-09-25,Pittsburgh,32.65,29.19,60.0,93.0,51.7,74.5
2017-09-26,Pittsburgh,32.65,29.29,64.0,91.0,51.3,74.1
2017-09-27,Pittsburgh,32.65,29.39,64.0,91.0,51.0,73.7
2017-09-28,Pittsburgh,32.65,29.48,62.0,93.0,50.6,73.2
2017-09-29,Pittsburgh,32.65,29.58,47.0,74.0,50.2,72.8
2017-09-30,Pittsburgh,32.65,29.67,,,49.9,72.3
2017-10-01,Pittsburgh,32.65,29.76,39.0,66.0,49.5,71.9
2017-10-02,Pittsburgh,32.65,29.86,38.0,73.0,49.1,71.5
2017-10-03,Pittsburgh,32.65,29.95,40.0,79.0,48.7,71.0
2017-10-04,Pittsburgh,32.65,30.04,45.0,81.0,48.3,70.6
2017-10-05,Pittsburgh,32.65,30.12,48.0,84.0,48.0,70.2
2017-10-06,Pittsburgh,33.03,30.21,65.0,70.0,47.6,69.8
2017-10-07,Pittsburgh,33.03,30.31,63.0,73.0,47.2,69.3
2017-10-08,Pittsburgh,33.53,30.4,63.0,84.0,46.8,68.9
2017-10-09,Pittsburgh,33.93,30.49,67.0,75.0,46.4,68.5
2017-10-10,Pittsburgh,34.02,30.58,66.0,78.0,46.0,68.1
2017-10-11,Pittsburgh,34.02,30.68,64.0,83.0,45.6,67.7
2017-10-12,Pittsburgh,34.89,30.76,63.0,79.0,45.2,67.3
2017-10-13,Pittsburgh,34.89,30.85,62.0,69.0,44.9,66.9
2017-10-14,Pittsburgh,34.89,30.93,53.0,76.0,44.5,66.5
2017-10-15,Pittsburgh,34.89,31.01,,,44.1,66.1
2017-10-16,Pittsburgh,35.21,31.09,50.0,71.0,43.7,65.7
2017-10-17,Pittsburgh,35.21,31.17,36.0,62.0,43.3,65.3
2017-10-18,Pittsburgh,35.21,31.26,36.0,65.0,42.9,64.9
2017-10-19,Pittsburgh,35.21,31.35,40.0,73.0,42.5,64.5
2017-10-20,Pittsburgh,35.21,31.43,41.0,73.0,42.1,64.2
2017-10-21,Pittsburgh,35.21,31.52,42.0,78.0,41.7,63.8
2017-10-22,Pittsburgh,35.21,31.61,42.0,77.0,41.4,63.4
2017-10-23,Pittsburgh,35.21,31.69,47.0,80.0,41.0,63.0
2017-10-24,Pittsburgh,36.18,31.78,47.0,80.0,40.6,62.7
2017-10-25,Pittsburgh,36.19,31.88,45.0,61.0,40.2,62.3
2017-10-26,Pittsburgh,36.22,31.97,36.0,47.0,39.8,61.9
2017-10-27,Pittsburgh,36.22,32.07,35.0,55.0,39.5,61.5
2017-10-28,Pittsburgh,36.22,32.17,35.0,74.0,39.1,61.2
2017-10-29,Pittsburgh,36.92,32.27,39.0,55.0,38.7,60.8
2017-10-30,Pittsburgh,37.00,32.37,39.0,44.0,38.3,60.4
2017-10-31,Pittsburgh,37.00,32.47,39.0,49.0,38.0,60.1
2017-11-01,Pittsburgh,37.00,32.56,31.0,48.0,37.6,59.7
2017-11-02,Pittsburgh,37.39,32.65,37.0,50.0,37.3,59.3
2017-11-03,Pittsburgh,37.46,32.75,49.0,70.0,36.9,58.9
2017-11-04,Pittsburgh,37.47,32.84,35.0,60.0,36.6,58.5
2017-11-05,Pittsburgh,37.61,32.93,35.0,62.0,36.2,58.1
2017-11-06,Pittsburgh,38.81,33.02,53.0,67.0,35.9,57.7
2017-11-07,Pittsburgh,38.81,33.11,,,35.6,57.3
2017-11-08,Pittsburgh,38.83,33.2,34.0,41.0,35.2,56.9
2017-11-09,Pittsburgh,38.83,33.29,29.0,54.0,34.9,56.5
2017-11-10,Pittsburgh,38.83,33.37,30.0,55.0,34.6,56.1
2017-11-11,Pittsburgh,38.83,33.46,19.0,33.0,34.3,55.7
2017-11-12,Pittsburgh,38.83,33.56,19.0,40.0,34.0,55.3
2017-11-13,Pittsburgh,38.87,33.65,26.0,48.0,33.6,54.9
2017-11-14,Pittsburgh,38.87,33.74,38.0,46.0,33.4,54.5
2017-11-15,Pittsburgh,38.87,33.84,28.0,46.0,33.1,54.1
2017-11-16,Pittsburgh,38.90,33.93,28.0,49.0,32.8,53.6
2017-11-17,Pittsburgh,38.90,34.03,38.0,47.0,32.5,53.2
2017-11-18,Pittsburgh,38.93,34.12,31.0,46.0,32.2,52.8
2017-11-19,Pittsburgh,40.73,34.22,37.0,61.0,31.9,52.4
2017-11-20,Pittsburgh,40.74,34.32,33.0,41.0,31.7,51.9
2017-11-21,Pittsburgh,40.74,34.41,28.0,45.0,31.4,51.5
2017-11-22,Pittsburgh,40.83,34.51,27.0,58.0,31.1,51.1
2017-11-23,Pittsburgh,40.83,34.61,23.0,38.0,30.9,50.7
2017-11-24,Pittsburgh,40.83,34.71,22.0,43.0,30.6,50.2
2017-11-25,Pittsburgh,40.83,34.8,26.0,56.0,30.4,49.8
2017-11-26,Pittsburgh,40.83,34.9,36.0,55.0,30.2,49.4
2017-11-27,Pittsburgh,40.83,35.0,30.0,46.0,29.9,49.0
2017-11-28,Pittsburgh,40.83,35.1,30.0,55.0,29.7,48.6
2017-11-29,Pittsburgh,40.83,35.2,30.0,67.0,29.5,48.2
2017-11-30,Pittsburgh,40.83,35.3,31.0,55.0,29.2,47.8
2017-12-01,Pittsburgh,40.96,35.4,32.0,61.0,29.0,47.4
2017-12-02,Pittsburgh,40.96,35.49,28.0,49.0,28.8,47.0
2017-12-03,Pittsburgh,40.96,35.59,28.0,51.0,28.6,46.7
2017-12-04,Pittsburgh,40.96,35.69,28.0,56.0,28.4,46.3
2017-12-05,Pittsburgh,40.96,35.79,,,28.2,46.0
2017-12-06,Pittsburgh,41.31,35.89,31.0,55.0,27.9,45.6
2017-12-07,Pittsburgh,41.31,36.0,31.0,44.0,27.7,45.3
2017-12-08,Pittsburgh,41.31,36.1,24.0,37.0,27.5,44.9
2017-12-09,Pittsburgh,41.31,36.21,21.0,30.0,27.3,44.6
2017-12-10,Pittsburgh,41.31,36.31,21.0,39.0,27.1,44.3
2017-12-11,Pittsburgh,41.31,36.41,30.0,34.0,26.9,44.0
2017-12-12,Pittsburgh,41.31,36.52,30.0,40.0,26.7,43.7
2017-12-13,Pittsburgh,41.37,36.61,17.0,38.0,26.5,43.5
2017-12-14,Pittsburgh,41.53,36.71,17.0,33.0,26.3,43.2
2017-12-15,Pittsburgh,41.53,36.81,14.0,31.0,26.1,42.9
2017-12-16,Pittsburgh,41.53,36.9,15.0,31.0,25.9,42.7
2017-12-17,Pittsburgh,41.53,36.98,24.0,44.0,25.7,42.5
2017-12-18,Pittsburgh,41.58,37.07,24.0,42.0,25.5,42.2
2017-12-19,Pittsburgh,41.62,37.17,33.0,46.0,25.3,42.0
2017-12-20,Pittsburgh,41.62,37.26,37.0,55.0,25.1,41.8
2017-12-21,Pittsburgh,41.62,37.35,28.0,45.0,24.9,41.6
2017-12-22,Pittsburgh,41.62,37.44,27.0,42.0,24.7,41.4
2017-12-23,Pittsburgh,41.76,37.54,41.0,56.0,24.5,41.3
2017-12-24,Pittsburgh,42.16,37.64,31.0,52.0,24.3,41.1
2017-12-25,Pittsburgh,42.23,37.74,24.0,40.0,24.1,41.0
2017-12-26,Pittsburgh,42.23,37.84,17.0,27.0,23.9,40.8
2017-12-27,Pittsburgh,42.23,37.94,11.0,22.0,23.6,40.7
2017-12-28,Pittsburgh,42.23,38.03,3.0,19.0,23.4,40.5
2017-12-29,Pittsburgh,42.23,38.13,3.0,18.0,23.2,40.4
2017-12-30,Pittsburgh,42.33,38.22,14.0,21.0,23.0,40.3
2017-12-31,Pittsburgh,42.46,38.32,3.0,21.0,22.8,40.2
2004-01-01,Charlotte,0.00,0.12,26.0,64.0,32.4,52.4
2004-01-02,Charlotte,0.00,0.24,43.0,63.0,32.3,52.3
2004-01-03,Charlotte,0.00,0.37,44.0,74.0,32.2,52.2
2004-01-04,Charlotte,0.00,0.49,59.0,72.0,32.1,52.1
2004-01-05,Charlotte,0.25,0.61,48.0,71.0,32.0,52.1
2004-01-06,Charlotte,0.25,0.73,26.0,48.0,31.9,52.0
2004-01-07,Charlotte,0.25,0.85,17.0,40.0,31.8,52.0
2004-01-08,Charlotte,0.25,0.96,23.0,41.0,31.7,51.9
2004-01-09,Charlotte,0.33,1.07,31.0,38.0,31.7,51.9
2004-01-10,Charlotte,0.33,1.19,21.0,36.0,31.6,51.9
2004-01-11,Charlotte,0.33,1.31,18.0,39.0,31.6,51.9
2004-01-12,Charlotte,0.33,1.43,34.0,60.0,31.5,51.8
2004-01-13,Charlotte,0.33,1.54,28.0,60.0,31.5,51.9
2004-01-14,Charlotte,0.33,1.65,27.0,55.0,31.5,51.9
2004-01-15,Charlotte,0.33,1.76,35.0,55.0,31.5,51.9
2004-01-16,Charlotte,0.33,1.87,27.0,53.0,31.5,51.9
2004-01-17,Charlotte,0.39,1.99,31.0,51.0,31.5,52.0
2004-01-18,Charlotte,0.58,2.09,40.0,53.0,31.5,52.0
2004-01-19,Charlotte,0.58,2.2,25.0,46.0,31.5,52.1
2004-01-20,Charlotte,0.58,2.31,19.0,40.0,31.5,52.2
2004-01-21,Charlotte,0.58,2.42,24.0,47.0,31.6,52.3
2004-01-22,Charlotte,0.58,2.53,20.0,57.0,31.6,52.3
2004-01-23,Charlotte,0.58,2.64,20.0,47.0,31.7,52.4
2004-01-24,Charlotte,0.58,2.75,36.0,63.0,31.7,52.6
2004-01-25,Charlotte,0.92,2.86,20.0,48.0,31.8,52.7
2004-01-26,Charlotte,0.92,2.97,20.0,26.0,31.9,52.8
2004-01-27,Charlotte,0.92,3.07,26.0,33.0,32.0,52.9
2004-01-28,Charlotte,0.92,3.17,22.0,43.0,32.1,53.1
2004-01-29,Charlotte,0.92,3.28,21.0,52.0,32.2,53.2
2004-01-30,Charlotte,0.92,3.38,33.0,55.0,32.3,53.4
2004-01-31,Charlotte,0.92,3.49,21.0,45.0,32.4,53.5
2004-02-01,Charlotte,0.92,3.59,24.0,47.0,32.5,53.7
2004-02-02,Charlotte,1.18,3.7,24.0,42.0,32.7,53.9
2004-02-03,Charlotte,1.44,3.8,30.0,44.0,32.8,54.1
2004-02-04,Charlotte,1.44,3.91,24.0,51.0,33.0,54.3
2004-02-05,Charlotte,1.48,4.01,31.0,41.0,33.1,54.5
2004-02-06,Charlotte,2.74,4.12,33.0,44.0,33.3,54.7
2004-02-07,Charlotte,2.74,4.21,30.0,52.0,33.4,54.9
2004-02-08,Charlotte,2.74,4.31,24.0,45.0,33.6,55.1
2004-02-09,Charlotte,2.74,4.41,28.0,43.0,33.8,55.3
2004-02-10,Charlotte,2.74,4.51,29.0,51.0,34.0,55.5
2004-02-11,Charlotte,2.74,4.62,35.0,53.0,34.1,55.7
2004-02-12,Charlotte,3.20,4.72,31.0,46.0,34.3,55.9
2004-02-13,Charlotte,3.20,4.83,26.0,57.0,34.5,56.2
2004-02-14,Charlotte,3.34,4.93,41.0,48.0,34.7,56.4
2004-02-15,Charlotte,3.48,5.05,33.0,46.0,34.9,56.6
2004-02-16,Charlotte,3.48,5.16,29.0,41.0,35.1,56.9
2004-02-17,Charlotte,3.48,5.28,28.0,41.0,35.3,57.1
2004-02-18,Charlotte,3.48,5.41,23.0,56.0,35.5,57.3
2004-02-19,Charlotte,3.48,5.53,23.0,65.0,35.7,57.6
2004-02-20,Charlotte,3.48,5.65,34.0,65.0,35.9,57.8
2004-02-21,Charlotte,3.48,5.77,38.0,65.0,36.1,58.1
2004-02-22,Charlotte,3.48,5.89,30.0,59.0,36.3,58.3
2004-02-23,Charlotte,3.51,6.01,33.0,52.0,36.5,58.6
2004-02-24,Charlotte,3.51,6.13,42.0,58.0,36.7,58.8
2004-02-25,Charlotte,3.51,6.26,39.0,51.0,37.0,59.1
2004-02-26,Charlotte,4.36,6.38,29.0,42.0,37.2,59.3
2004-02-27,Charlotte,4.47,6.5,26.0,39.0,37.4,59.6
2004-02-28,Charlotte,4.47,6.62,22.0,56.0,37.6,59.8
2004-02-29,Charlotte,4.47,6.62,23.0,57.0,37.7,59.9
2004-03-01,Charlotte,4.47,6.75,32.0,65.0,37.8,60.1
2004-03-02,Charlotte,4.47,6.89,54.0,72.0,38.0,60.3
2004-03-03,Charlotte,4.47,7.02,49.0,74.0,38.2,60.6
2004-03-04,Charlotte,4.47,7.15,55.0,81.0,38.5,60.8
2004-03-05,Charlotte,4.47,7.29,58.0,77.0,38.7,61.1
2004-03-06,Charlotte,4.48,7.42,57.0,74.0,38.9,61.4
2004-03-07,Charlotte,4.48,7.56,44.0,73.0,39.1,61.6
2004-03-08,Charlotte,4.48,7.7,39.0,56.0,39.3,61.9
2004-03-09,Charlotte,4.53,7.83,32.0,50.0,39.6,62.2
2004-03-10,Charlotte,4.53,7.96,29.0,51.0,39.8,62.4
2004-03-11,Charlotte,4.53,8.09,24.0,64.0,40.0,62.7
2004-03-12,Charlotte,4.53,8.22,38.0,67.0,40.2,63.0
2004-03-13,Charlotte,4.53,8.35,39.0,60.0,40.5,63.3
2004-03-14,Charlotte,4.53,8.49,40.0,68.0,40.7,63.5
2004-03-15,Charlotte,4.67,8.62,54.0,63.0,40.9,63.8
2004-03-16,Charlotte,4.73,8.75,50.0,71.0,41.1,64.1
2004-03-17,Charlotte,4.73,8.88,40.0,61.0,41.4,64.4
2004-03-18,Charlotte,4.86,9.0,38.0,56.0,41.6,64.7
2004-03-19,Charlotte,4.86,9.12,39.0,70.0,41.8,65.0
2004-03-20,Charlotte,4.97,9.24,40.0,69.0,42.1,65.3
2004-03-21,Charlotte,4.97,9.35,34.0,65.0,42.3,65.6
2004-03-22,Charlotte,4.97,9.47,28.0,50.0,42.6,65.9
2004-03-23,Charlotte,4.97,9.58,21.0,54.0,42.8,66.2
2004-03-24,Charlotte,4.97,9.7,33.0,67.0,43.0,66.5
2004-03-25,Charlotte,4.97,9.82,38.0,72.0,43.3,66.8
2004-03-26,Charlotte,4.97,9.94,44.0,76.0,43.5,67.1
2004-03-27,Charlotte,4.97,10.07,50.0,80.0,43.8,67.4
2004-03-28,Charlotte,4.97,10.19,56.0,78.0,44.0,67.7
2004-03-29,Charlotte,4.97,10.32,45.0,69.0,44.3,68.0
2004-03-30,Charlotte,5.16,10.44,45.0,55.0,44.6,68.3
2004-03-31,Charlotte,6.08,10.57,41.0,60.0,44.8,68.7
2004-04-01,Charlotte,6.09,10.69,40.0,61.0,45.1,69.0
2004-04-02,Charlotte,6.09,10.82,40.0,58.0,45.3,69.3
2004-04-03,Charlotte,6.09,10.94,33.0,69.0,45.6,69.6
2004-04-04,Charlotte,6.09,11.06,38.0,61.0,45.9,69.9
2004-04-05,Charlotte,6.09,11.18,32.0,63.0,46.1,70.2
2004-04-06,Charlotte,6.09,11.3,30.0,69.0,46.4,70.5
2004-04-07,Charlotte,6.09,11.43,40.0,79.0,46.7,70.9
2004-04-08,Charlotte,6.09,11.56,51.0,70.0,47.0,71.2
2004-04-09,Charlotte,6.09,11.68,46.0,76.0,47.2,71.5
2004-04-10,Charlotte,6.09,11.81,50.0,75.0,47.5,71.8
2004-04-11,Charlotte,6.23,11.94,51.0,70.0,47.8,72.1
2004-04-12,Charlotte,6.64,12.07,45.0,52.0,48.1,72.4
2004-04-13,Charlotte,7.22,12.19,46.0,69.0,48.4,72.6
2004-04-14,Charlotte,7.22,12.31,39.0,58.0,48.6,72.9
2004-04-15,Charlotte,7.22,12.44,34.0,73.0,48.9,73.2
2004-04-16,Charlotte,7.22,12.57,43.0,75.0,49.2,73.5
2004-04-17,Charlotte,7.22,12.7,46.0,82.0,49.5,73.8
2004-04-18,Charlotte,7.22,12.84,50.0,85.0,49.8,74.0
2004-04-19,Charlotte,7.22,12.97,55.0,84.0,50.1,74.3
2004-04-20,Charlotte,7.22,13.11,54.0,84.0,50.4,74.6
2004-04-21,Charlotte,7.22,13.25,57.0,81.0,50.6,74.8
2004-04-22,Charlotte,7.22,13.38,54.0,81.0,50.9,75.1
2004-04-23,Charlotte,7.22,13.52,56.0,86.0,51.2,75.3
2004-04-24,Charlotte,7.22,13.65,57.0,85.0,51.5,75.6
2004-04-25,Charlotte,7.22,13.78,64.0,82.0,51.8,75.8
2004-04-26,Charlotte,7.38,13.92,53.0,68.0,52.1,76.0
2004-04-27,Charlotte,7.38,14.05,43.0,70.0,52.4,76.2
2004-04-28,Charlotte,7.38,14.17,36.0,70.0,52.7,76.5
2004-04-29,Charlotte,7.38,14.29,42.0,76.0,53.0,76.7
2004-04-30,Charlotte,7.43,14.41,54.0,79.0,53.3,76.9
2004-05-01,Charlotte,7.84,14.52,63.0,77.0,53.6,77.1
2004-05-02,Charlotte,9.20,14.63,61.0,79.0,53.9,77.3
2004-05-03,Charlotte,9.25,14.74,41.0,66.0,54.1,77.5
2004-05-04,Charlotte,9.25,14.85,36.0,66.0,54.4,77.7
2004-05-05,Charlotte,9.25,14.95,47.0,78.0,54.7,77.9
2004-05-06,Charlotte,9.25,15.06,53.0,84.0,55.0,78.1
2004-05-07,Charlotte,9.25,15.17,54.0,88.0,55.3,78.3
2004-05-08,Charlotte,9.25,15.27,60.0,86.0,55.6,78.5
2004-05-09,Charlotte,9.30,15.38,64.0,86.0,55.9,78.7
2004-05-10,Charlotte,9.30,15.49,60.0,84.0,56.2,78.9
2004-05-11,Charlotte,9.30,15.6,57.0,83.0,56.5,79.1
2004-05-12,Charlotte,9.38,15.7,62.0,78.0,56.8,79.3
2004-05-13,Charlotte,9.38,15.8,62.0,82.0,57.1,79.4
2004-05-14,Charlotte,9.38,15.91,61.0,81.0,57.4,79.6
2004-05-15,Charlotte,9.38,16.01,59.0,82.0,57.7,79.8
2004-05-16,Charlotte,9.38,16.11,60.0,83.0,58.0,80.0
2004-05-17,Charlotte,9.38,16.21,63.0,85.0,58.3,80.2
2004-05-18,Charlotte,9.38,16.31,61.0,82.0,58.6,80.4
2004-05-19,Charlotte,9.38,16.41,64.0,84.0,58.9,80.6
2004-05-20,Charlotte,9.38,16.51,64.0,89.0,59.2,80.8
2004-05-21,Charlotte,9.38,16.61,64.0,91.0,59.5,81.0
2004-05-22,Charlotte,9.41,16.72,67.0,92.0,59.8,81.3
2004-05-23,Charlotte,9.54,16.83,67.0,88.0,60.1,81.5
2004-05-24,Charlotte,9.54,16.94,63.0,90.0,60.4,81.7
2004-05-25,Charlotte,9.54,17.05,66.0,92.0,60.7,81.9
2004-05-26,Charlotte,9.59,17.17,65.0,89.0,61.0,82.1
2004-05-27,Charlotte,9.59,17.28,64.0,90.0,61.3,82.4
2004-05-28,Charlotte,9.72,17.4,67.0,89.0,61.5,82.6
2004-05-29,Charlotte,9.72,17.53,64.0,87.0,61.8,82.8
2004-05-30,Charlotte,9.72,17.65,68.0,86.0,62.1,83.1
2004-05-31,Charlotte,10.21,17.77,66.0,82.0,62.4,83.3
2004-06-01,Charlotte,10.21,17.92,61.0,84.0,62.7,83.6
2004-06-02,Charlotte,10.21,18.06,62.0,89.0,63.0,83.8
2004-06-03,Charlotte,10.21,18.2,58.0,89.0,63.3,84.0
2004-06-04,Charlotte,10.28,18.34,61.0,77.0,63.5,84.3
2004-06-05,Charlotte,10.28,18.48,55.0,82.0,63.8,84.5
2004-06-06,Charlotte,10.28,18.62,61.0,80.0,64.1,84.8
2004-06-07,Charlotte,10.30,18.75,65.0,84.0,64.3,85.0
2004-06-08,Charlotte,10.69,18.89,65.0,82.0,64.6,85.3
2004-06-09,Charlotte,10.85,19.03,66.0,83.0,64.9,85.5
2004-06-10,Charlotte,10.85,19.16,66.0,88.0,65.1,85.8
2004-06-11,Charlotte,10.85,19.3,67.0,91.0,65.4,86.0
2004-06-12,Charlotte,10.86,19.44,68.0,88.0,65.6,86.3
2004-06-13,Charlotte,11.72,19.58,65.0,74.0,65.8,86.5
2004-06-14,Charlotte,13.35,19.73,70.0,80.0,66.1,86.7
2004-06-15,Charlotte,13.50,19.88,71.0,83.0,66.3,87.0
2004-06-16,Charlotte,13.74,20.02,72.0,87.0,66.5,87.2
2004-06-17,Charlotte,13.74,20.16,70.0,90.0,66.7,87.4
2004-06-18,Charlotte,13.74,20.3,69.0,91.0,66.9,87.6
2004-06-19,Charlotte,13.74,20.43,70.0,90.0,67.2,87.8
2004-06-20,Charlotte,13.74,20.56,67.0,85.0,67.4,88.0
2004-06-21,Charlotte,14.68,20.69,67.0,76.0,67.5,88.2
2004-06-22,Charlotte,14.77,20.82,69.0,86.0,67.7,88.4
2004-06-23,Charlotte,16.59,20.94,68.0,86.0,67.9,88.6
2004-06-24,Charlotte,16.75,21.06,70.0,85.0,68.1,88.8
2004-06-25,Charlotte,18.19,21.18,70.0,82.0,68.2,88.9
2004-06-26,Charlotte,18.35,21.3,68.0,83.0,68.4,89.1
2004-06-27,Charlotte,18.39,21.41,69.0,78.0,68.5,89.2
2004-06-28,Charlotte,18.39,21.53,66.0,79.0,68.7,89.4
2004-06-29,Charlotte,18.39,21.65,63.0,84.0,68.8,89.5
2004-06-30,Charlotte,18.41,21.76,67.0,81.0,69.0,89.6
2004-07-01,Charlotte,18.41,21.86,67.0,83.0,69.1,89.8
2004-07-02,Charlotte,18.42,21.97,69.0,82.0,69.2,89.9
2004-07-03,Charlotte,18.82,22.07,68.0,82.0,69.3,90.0
2004-07-04,Charlotte,19.01,22.18,68.0,87.0,69.4,90.1
2004-07-05,Charlotte,19.01,22.28,67.0,90.0,69.5,90.1
2004-07-06,Charlotte,19.01,22.39,65.0,92.0,69.6,90.2
2004-07-07,Charlotte,19.01,22.5,72.0,90.0,69.7,90.3
2004-07-08,Charlotte,19.01,22.62,70.0,90.0,69.7,90.3
2004-07-09,Charlotte,19.01,22.74,68.0,91.0,69.8,90.4
2004-07-10,Charlotte,19.25,22.87,69.0,93.0,69.9,90.4
2004-07-11,Charlotte,19.31,22.99,69.0,91.0,69.9,90.5
2004-07-12,Charlotte,19.35,23.1,68.0,88.0,70.0,90.5
2004-07-13,Charlotte,19.35,23.21,68.0,90.0,70.0,90.5
2004-07-14,Charlotte,19.35,23.33,71.0,91.0,70.1,90.5
2004-07-15,Charlotte,19.35,23.45,63.0,87.0,70.1,90.5
2004-07-16,Charlotte,19.35,23.56,58.0,84.0,70.1,90.5
2004-07-17,Charlotte,23.49,23.68,62.0,87.0,70.1,90.5
2004-07-18,Charlotte,23.49,23.8,68.0,84.0,70.1,90.5
2004-07-19,Charlotte,23.49,23.92,64.0,86.0,70.2,90.5
2004-07-20,Charlotte,23.49,24.05,66.0,87.0,70.2,90.5
2004-07-21,Charlotte,23.49,24.17,66.0,89.0,70.2,90.5
2004-07-22,Charlotte,23.49,24.3,67.0,90.0,70.2,90.4
2004-07-23,Charlotte,23.49,24.42,70.0,91.0,70.2,90.4
2004-07-24,Charlotte,23.49,24.55,71.0,89.0,70.1,90.4
2004-07-25,Charlotte,23.49,24.68,69.0,86.0,70.1,90.3
2004-07-26,Charlotte,23.62,24.82,71.0,88.0,70.1,90.3
2004-07-27,Charlotte,24.68,24.95,69.0,85.0,70.1,90.2
2004-07-28,Charlotte,24.68,25.08,69.0,87.0,70.1,90.2
2004-07-29,Charlotte,25.25,25.22,71.0,85.0,70.0,90.1
2004-07-30,Charlotte,25.25,25.36,72.0,88.0,70.0,90.1
2004-07-31,Charlotte,25.25,25.5,72.0,90.0,70.0,90.0
2004-08-01,Charlotte,25.30,25.65,71.0,90.0,69.9,90.0
2004-08-02,Charlotte,25.30,25.81,74.0,88.0,69.9,89.9
2004-08-03,Charlotte,25.30,25.96,70.0,89.0,69.8,89.8
2004-08-04,Charlotte,25.30,26.12,67.0,90.0,69.8,89.8
2004-08-05,Charlotte,25.34,26.27,69.0,90.0,69.7,89.7
2004-08-06,Charlotte,25.34,26.42,60.0,80.0,69.7,89.6
2004-08-07,Charlotte,25.34,26.56,50.0,80.0,69.6,89.6
2004-08-08,Charlotte,25.34,26.69,55.0,82.0,69.5,89.5
2004-08-09,Charlotte,25.34,26.83,59.0,85.0,69.5,89.4
2004-08-10,Charlotte,25.34,26.97,61.0,85.0,69.4,89.3
2004-08-11,Charlotte,25.35,27.1,66.0,87.0,69.3,89.3
2004-08-12,Charlotte,27.60,27.24,65.0,74.0,69.2,89.2
2004-08-13,Charlotte,28.87,27.39,67.0,77.0,69.2,89.1
2004-08-14,Charlotte,29.59,27.54,61.0,72.0,69.1,89.0
2004-08-15,Charlotte,29.63,27.68,64.0,73.0,69.0,88.9
2004-08-16,Charlotte,29.63,27.82,63.0,83.0,68.9,88.8
2004-08-17,Charlotte,29.63,27.96,63.0,85.0,68.8,88.7
2004-08-18,Charlotte,29.64,28.1,68.0,85.0,68.7,88.6
2004-08-19,Charlotte,29.64,28.24,66.0,89.0,68.6,88.4
2004-08-20,Charlotte,29.64,28.39,67.0,88.0,68.5,88.3
2004-08-21,Charlotte,30.20,28.53,68.0,86.0,68.3,88.2
2004-08-22,Charlotte,30.20,28.68,66.0,77.0,68.2,88.1
2004-08-23,Charlotte,30.20,28.82,66.0,85.0,68.1,87.9
2004-08-24,Charlotte,30.20,28.96,69.0,86.0,67.9,87.8
2004-08-25,Charlotte,30.20,29.09,65.0,84.0,67.8,87.6
2004-08-26,Charlotte,30.20,29.23,67.0,85.0,67.6,87.5
2004-08-27,Charlotte,30.20,29.36,65.0,89.0,67.5,87.3
2004-08-28,Charlotte,30.20,29.49,68.0,90.0,67.3,87.1
2004-08-29,Charlotte,30.56,29.61,68.0,76.0,67.2,87.0
2004-08-30,Charlotte,30.59,29.73,70.0,88.0,67.0,86.8
2004-08-31,Charlotte,30.68,29.85,70.0,82.0,66.8,86.6
2004-09-01,Charlotte,30.68,29.97,68.0,86.0,66.6,86.4
2004-09-02,Charlotte,30.68,30.09,66.0,82.0,66.4,86.2
2004-09-03,Charlotte,30.68,30.21,62.0,82.0,66.2,86.0
2004-09-04,Charlotte,30.68,30.33,64.0,83.0,66.0,85.8
2004-09-05,Charlotte,30.68,30.45,65.0,83.0,65.8,85.6
2004-09-06,Charlotte,30.73,30.57,72.0,84.0,65.5,85.4
