avg_stars,date,city,precipitation,temp_min,temp_max
3.5692,2010-01-15,Las Vegas,0.01,25,60
3.3788,2010-01-16,Las Vegas,0.43,28,57
3.5065,2010-01-17,Las Vegas,1.66,47,59
3.4262,2010-01-18,Las Vegas,1.66,39,64
3.5472,2010-01-19,Las Vegas,1.66,33,65
3.5071,2010-01-20,Las Vegas,1.66,38,70
3.4375,2010-01-21,Las Vegas,2.19,35,54
3.5905,2010-01-22,Las Vegas,2.2,35,45
3.6739,2010-01-23,Las Vegas,2.2,38,49
3.5882,2010-01-24,Las Vegas,3.89,41,65
3.5636,2010-01-25,Las Vegas,4.2,45,65
3.5536,2010-01-26,Las Vegas,4.2,32,49
3.6832,2010-01-27,Las Vegas,4.2,24,48
3.675,2010-01-28,Las Vegas,4.2,29,63
3.8415,2010-01-29,Las Vegas,4.33,31,46
3.5323,2010-01-30,Las Vegas,4.88,23,31
3.5753,2010-01-31,Las Vegas,4.88,15,40
3.49,2010-02-01,Las Vegas,4.88,20,48
3.5977,2010-02-02,Las Vegas,5.4,34,39
3.6667,2010-02-03,Las Vegas,5.4,33,52
3.6667,2010-02-04,Las Vegas,5.47,33,45
3.6912,2010-02-05,Las Vegas,7.47,34,39
3.5634,2010-02-06,Las Vegas,7.47,34,41
3.5114,2010-02-07,Las Vegas,7.47,29,44
3.7407,2010-02-08,Las Vegas,7.47,34,50
3.5814,2010-02-09,Las Vegas,7.58,37,44
3.3725,2010-02-10,Las Vegas,7.58,25,40
3.7125,2010-02-11,Las Vegas,7.58,24,46
3.6111,2010-02-12,Las Vegas,7.79,28,37
3.7,2010-02-13,Las Vegas,7.81,24,43
3.5811,2010-02-14,Las Vegas,7.81,19,48
3.2788,2010-02-15,Las Vegas,8.0,31,47
3.2952,2010-02-16,Las Vegas,8.0,25,42
3.5082,2010-02-17,Las Vegas,8.0,19,44
3.7642,2010-02-18,Las Vegas,8.0,26,51
3.5111,2010-02-19,Las Vegas,8.0,24,58
3.8675,2010-02-20,Las Vegas,8.0,23,60
3.7228,2010-02-21,Las Vegas,8.0,25,65
3.534,2010-02-22,Las Vegas,8.53,42,52
3.6132,2010-02-23,Las Vegas,8.54,43,60
3.8095,2010-02-24,Las Vegas,8.67,37,45
3.5556,2010-02-25,Las Vegas,8.67,28,39
3.7841,2010-02-26,Las Vegas,8.67,25,48
3.614,2010-02-27,Las Vegas,8.67,27,54
3.9444,2010-02-28,Las Vegas,8.67,31,52
3.6374,2010-03-01,Las Vegas,8.67,23,51
3.5455,2010-03-02,Las Vegas,8.95,33,40
3.7927,2010-03-03,Las Vegas,8.95,33,48
3.7612,2010-03-04,Las Vegas,8.95,27,53
3.7581,2010-03-05,Las Vegas,8.95,24,53
3.6133,2010-03-06,Las Vegas,8.95,23,59
3.413,2010-03-07,Las Vegas,8.95,22,62
3.6957,2010-03-08,Las Vegas,8.95,28,70
3.4742,2010-03-09,Las Vegas,8.95,33,74
3.6893,2010-03-10,Las Vegas,9.04,48,62
3.6437,2010-03-11,Las Vegas,9.26,46,61
3.6829,2010-03-12,Las Vegas,10.29,55,69
3.4458,2010-03-13,Las Vegas,10.42,45,63
3.5352,2010-03-14,Las Vegas,10.61,40,58
3.6301,2010-03-15,Las Vegas,10.61,44,64
3.6972,2010-03-16,Las Vegas,10.61,37,58
3.717,2010-03-17,Las Vegas,10.61,37,59
3.2099,2010-03-18,Las Vegas,10.61,44,69
3.7865,2010-03-19,Las Vegas,10.61,40,73
3.6883,2010-03-20,Las Vegas,10.61,44,76
3.7303,2010-03-21,Las Vegas,10.95,49,62
3.6116,2010-03-22,Las Vegas,11.11,39,62
3.6316,2010-03-23,Las Vegas,11.11,35,66
3.6186,2010-03-24,Las Vegas,11.11,36,75
3.8261,2010-03-25,Las Vegas,11.12,48,72
3.7321,2010-03-26,Las Vegas,11.12,45,67
3.5652,2010-03-27,Las Vegas,11.12,32,60
3.6522,2010-03-28,Las Vegas,12.71,47,66
3.569,2010-03-29,Las Vegas,13.04,51,66
3.6612,2010-03-30,Las Vegas,13.04,45,71
3.563,2010-03-31,Las Vegas,13.04,35,77
3.7698,2010-04-01,Las Vegas,13.04,41,85
3.5966,2010-04-02,Las Vegas,13.04,51,86
3.6186,2010-04-03,Las Vegas,13.04,56,78
3.5263,2010-04-04,Las Vegas,13.04,53,82
3.4602,2010-04-05,Las Vegas,13.04,54,87
3.6382,2010-04-06,Las Vegas,13.04,59,90
3.5361,2010-04-07,Las Vegas,13.04,60,84
3.61,2010-04-08,Las Vegas,13.37,58,75
3.6264,2010-04-09,Las Vegas,13.39,47,67
3.589,2010-04-10,Las Vegas,13.39,35,72
3.573,2010-04-11,Las Vegas,13.39,40,76
3.6186,2010-04-12,Las Vegas,13.39,40,80
3.699,2010-04-13,Las Vegas,13.39,50,79
3.7059,2010-04-14,Las Vegas,13.39,49,64
3.552,2010-04-15,Las Vegas,13.39,46,77
3.7013,2010-04-16,Las Vegas,13.39,53,85
3.4177,2010-04-17,Las Vegas,13.39,53,81
3.617,2010-04-18,Las Vegas,13.39,37,70
3.593,2010-04-19,Las Vegas,13.39,38,68
3.717,2010-04-20,Las Vegas,13.53,50,73
3.5496,2010-04-21,Las Vegas,13.53,49,70
3.8085,2010-04-22,Las Vegas,13.53,43,75
3.8952,2010-04-23,Las Vegas,13.56,50,83
3.6338,2010-04-24,Las Vegas,13.88,59,74
3.802,2010-04-25,Las Vegas,14.17,61,81
3.5447,2010-04-26,Las Vegas,14.18,56,74
3.5,2010-04-27,Las Vegas,14.48,47,63
3.5906,2010-04-28,Las Vegas,14.48,40,67
3.6036,2010-04-29,Las Vegas,14.48,38,73
3.578,2010-04-30,Las Vegas,14.48,46,82
3.6667,2010-05-01,Las Vegas,14.48,60,81
3.8452,2010-05-02,Las Vegas,14.48,71,89
3.7143,2010-05-03,Las Vegas,14.71,69,75
3.675,2010-05-04,Las Vegas,14.71,62,82
3.7387,2010-05-05,Las Vegas,14.71,57,85
3.3273,2010-05-06,Las Vegas,14.71,62,87
3.6082,2010-05-07,Las Vegas,14.71,63,89
3.7179,2010-05-08,Las Vegas,14.71,58,85
3.6569,2010-05-09,Las Vegas,14.71,49,70
3.8482,2010-05-10,Las Vegas,14.71,50,67
3.8304,2010-05-11,Las Vegas,14.87,55,67
3.6875,2010-05-12,Las Vegas,14.87,57,84
3.7321,2010-05-13,Las Vegas,14.87,64,87
3.7683,2010-05-14,Las Vegas,14.9,68,89
3.6615,2010-05-15,Las Vegas,14.9,67,88
3.7283,2010-05-16,Las Vegas,15.37,68,87
3.7727,2010-05-17,Las Vegas,15.83,58,78
3.6396,2010-05-18,Las Vegas,15.83,54,74
3.5816,2010-05-19,Las Vegas,15.83,62,77
3.7129,2010-05-20,Las Vegas,15.83,58,80
3.8608,2010-05-21,Las Vegas,16.03,56,77
3.8537,2010-05-22,Las Vegas,16.03,62,81
3.4944,2010-05-23,Las Vegas,16.03,69,86
3.7969,2010-05-24,Las Vegas,16.27,64,77
3.7065,2010-05-25,Las Vegas,16.27,66,78
3.8077,2010-05-26,Las Vegas,16.27,60,83
3.5149,2010-05-27,Las Vegas,16.27,57,90
3.7031,2010-05-28,Las Vegas,17.11,64,89
3.7143,2010-05-29,Las Vegas,17.16,62,82
3.3902,2010-05-30,Las Vegas,17.16,64,86
3.6053,2010-05-31,Las Vegas,17.85,68,76
3.5533,2010-06-01,Las Vegas,19.54,70,85
3.7578,2010-06-02,Las Vegas,20.41,67,88
3.6893,2010-06-03,Las Vegas,20.41,69,84
3.7609,2010-06-04,Las Vegas,20.41,71,86
3.3165,2010-06-05,Las Vegas,20.44,71,90
3.7257,2010-06-06,Las Vegas,20.49,70,89
3.4124,2010-06-07,Las Vegas,20.49,61,84
3.6023,2010-06-08,Las Vegas,20.49,59,84
3.5593,2010-06-09,Las Vegas,20.49,67,86
3.8962,2010-06-10,Las Vegas,20.65,69,91
3.871,2010-06-11,Las Vegas,20.65,67,89
3.8545,2010-06-12,Las Vegas,20.65,67,92
3.3784,2010-06-13,Las Vegas,20.65,72,95
3.5833,2010-06-14,Las Vegas,20.65,68,95
3.712,2010-06-15,Las Vegas,20.65,68,96
3.7029,2010-06-16,Las Vegas,20.65,71,90
3.6693,2010-06-17,Las Vegas,20.65,69,91
3.4737,2010-06-18,Las Vegas,20.65,71,90
3.7368,2010-06-19,Las Vegas,20.65,71,91
3.4396,2010-06-20,Las Vegas,20.65,69,93
3.375,2010-06-21,Las Vegas,20.65,68,94
3.6944,2010-06-22,Las Vegas,20.65,69,96
3.6281,2010-06-23,Las Vegas,20.65,71,97
3.6765,2010-06-24,Las Vegas,20.65,70,98
3.5818,2010-06-25,Las Vegas,20.65,73,95
3.9888,2010-06-26,Las Vegas,20.65,73,95
3.7573,2010-06-27,Las Vegas,20.65,71,97
3.6838,2010-06-28,Las Vegas,20.65,73,98
3.5865,2010-06-29,Las Vegas,20.73,73,94
3.5333,2010-06-30,Las Vegas,20.74,73,80
3.5639,2010-07-01,Las Vegas,20.74,72,86
3.7935,2010-07-02,Las Vegas,20.74,66,84
3.5474,2010-07-03,Las Vegas,20.74,56,86
3.907,2010-07-04,Las Vegas,20.74,59,90
3.7209,2010-07-05,Las Vegas,20.74,63,92
3.5897,2010-07-06,Las Vegas,20.74,64,93
3.664,2010-07-07,Las Vegas,20.74,65,99
3.7769,2010-07-08,Las Vegas,20.74,67,101
3.5909,2010-07-09,Las Vegas,20.75,74,97
3.7813,2010-07-10,Las Vegas,20.75,72,93
3.8173,2010-07-11,Las Vegas,20.75,72,96
3.5,2010-07-12,Las Vegas,22.31,70,85
3.7365,2010-07-13,Las Vegas,22.31,74,92
3.7459,2010-07-14,Las Vegas,22.31,71,91
3.8345,2010-07-15,Las Vegas,22.31,69,94
3.9085,2010-07-16,Las Vegas,22.39,74,93
3.4944,2010-07-17,Las Vegas,22.42,73,93
3.6797,2010-07-18,Las Vegas,22.5,73,90
3.5419,2010-07-19,Las Vegas,22.82,72,91
3.7222,2010-07-20,Las Vegas,22.82,74,96
3.6792,2010-07-21,Las Vegas,22.82,76,96
3.8,2010-07-22,Las Vegas,22.82,74,97
3.7273,2010-07-23,Las Vegas,22.82,76,99
3.3469,2010-07-24,Las Vegas,22.82,78,98
3.6176,2010-07-25,Las Vegas,22.83,79,101
3.6063,2010-07-26,Las Vegas,22.83,74,97
3.529,2010-07-27,Las Vegas,22.89,74,92
3.5519,2010-07-28,Las Vegas,22.93,72,92
3.7219,2010-07-29,Las Vegas,22.93,72,97
3.6929,2010-07-30,Las Vegas,22.93,74,92
3.6765,2010-07-31,Las Vegas,23.22,70,83
3.6699,2010-08-01,Las Vegas,23.45,68,76
3.7628,2010-08-02,Las Vegas,23.45,70,87
3.6788,2010-08-03,Las Vegas,23.45,74,91
3.5915,2010-08-04,Las Vegas,23.45,74,93
3.6386,2010-08-05,Las Vegas,23.66,73,97
3.6419,2010-08-06,Las Vegas,24.57,71,92
3.6354,2010-08-07,Las Vegas,24.57,69,89
3.6719,2010-08-08,Las Vegas,24.57,70,91
3.5843,2010-08-09,Las Vegas,24.57,70,94
3.6332,2010-08-10,Las Vegas,24.57,73,95
3.6587,2010-08-11,Las Vegas,24.57,77,95
3.7466,2010-08-12,Las Vegas,24.57,77,97
3.622,2010-08-13,Las Vegas,24.57,74,97
3.4615,2010-08-14,Las Vegas,25.88,75,91
3.4454,2010-08-15,Las Vegas,25.91,75,88
3.3333,2010-08-16,Las Vegas,25.91,73,90
3.6328,2010-08-17,Las Vegas,25.91,74,88
3.7477,2010-08-18,Las Vegas,26.0,75,95
3.6612,2010-08-19,Las Vegas,27.96,73,89
3.5474,2010-08-20,Las Vegas,27.96,70,89
3.7958,2010-08-21,Las Vegas,27.96,71,90
3.6992,2010-08-22,Las Vegas,27.96,72,93
3.8351,2010-08-23,Las Vegas,27.96,69,90
3.6527,2010-08-24,Las Vegas,27.96,68,83
3.6446,2010-08-25,Las Vegas,27.96,71,85
3.7151,2010-08-26,Las Vegas,27.96,69,88
3.5128,2010-08-27,Las Vegas,27.96,68,90
3.7188,2010-08-28,Las Vegas,27.97,68,90
3.5872,2010-08-29,Las Vegas,27.97,68,90
3.7692,2010-08-30,Las Vegas,27.97,64,92
3.593,2010-08-31,Las Vegas,27.97,62,94
3.6335,2010-09-01,Las Vegas,27.97,65,94
3.6535,2010-09-02,Las Vegas,27.97,64,92
3.6222,2010-09-03,Las Vegas,27.97,63,97
3.6106,2010-09-04,Las Vegas,27.97,63,85
3.8646,2010-09-05,Las Vegas,27.97,55,84
3.6855,2010-09-06,Las Vegas,27.97,56,89
3.6933,2010-09-07,Las Vegas,27.97,66,90
3.7517,2010-09-08,Las Vegas,27.97,65,91
3.6277,2010-09-09,Las Vegas,27.97,64,91
3.8435,2010-09-10,Las Vegas,27.97,66,88
3.8224,2010-09-11,Las Vegas,28.11,68,78
3.6162,2010-09-12,Las Vegas,28.11,61,90
3.4959,2010-09-13,Las Vegas,28.11,56,86
3.6792,2010-09-14,Las Vegas,28.11,55,92
3.6296,2010-09-15,Las Vegas,28.11,58,92
3.8345,2010-09-16,Las Vegas,28.11,65,90
3.7768,2010-09-17,Las Vegas,28.11,70,92
3.7018,2010-09-18,Las Vegas,28.11,62,88
3.6792,2010-09-19,Las Vegas,28.11,58,90
3.4437,2010-09-20,Las Vegas,28.11,62,93
3.6871,2010-09-21,Las Vegas,28.11,66,92
3.5932,2010-09-22,Las Vegas,28.11,70,93
3.5385,2010-09-23,Las Vegas,28.11,71,93
3.6126,2010-09-24,Las Vegas,28.11,67,93
3.5086,2010-09-25,Las Vegas,28.22,66,94
3.5678,2010-09-26,Las Vegas,30.08,63,75
3.7339,2010-09-27,Las Vegas,31.49,64,72
3.64,2010-09-28,Las Vegas,31.49,59,78
3.6667,2010-09-29,Las Vegas,32.11,59,65
3.8261,2010-09-30,Las Vegas,32.15,62,86
3.8043,2010-10-01,Las Vegas,32.15,56,78
3.6857,2010-10-02,Las Vegas,32.15,49,75
3.7264,2010-10-03,Las Vegas,32.15,49,72
3.5401,2010-10-04,Las Vegas,32.17,49,68
3.6124,2010-10-05,Las Vegas,32.17,40,69
3.4913,2010-10-06,Las Vegas,32.17,42,73
3.8348,2010-10-07,Las Vegas,32.17,43,82
3.7542,2010-10-08,Las Vegas,32.17,49,78
3.6364,2010-10-09,Las Vegas,32.17,45,84
3.6264,2010-10-10,Las Vegas,32.17,49,85
3.5702,2010-10-11,Las Vegas,32.17,55,85
3.6604,2010-10-12,Las Vegas,32.17,52,86
3.6719,2010-10-13,Las Vegas,32.17,55,81
3.7183,2010-10-14,Las Vegas,32.26,47,74
3.71,2010-10-15,Las Vegas,32.26,38,75
3.6441,2010-10-16,Las Vegas,32.26,39,72
3.449,2010-10-17,Las Vegas,32.26,37,76
3.6118,2010-10-18,Las Vegas,32.26,43,72
3.7219,2010-10-19,Las Vegas,32.26,48,80
3.8015,2010-10-20,Las Vegas,32.36,52,71
3.3958,2010-10-21,Las Vegas,32.36,42,79
3.789,2010-10-22,Las Vegas,32.36,40,71
3.6897,2010-10-23,Las Vegas,32.36,36,74
3.5,2010-10-24,Las Vegas,32.36,45,77
3.5676,2010-10-25,Las Vegas,32.55,61,68
3.913,2010-10-26,Las Vegas,32.58,63,80
3.8283,2010-10-27,Las Vegas,33.28,71,84
3.6529,2010-10-28,Las Vegas,33.28,48,81
3.6267,2010-10-29,Las Vegas,33.28,43,66
3.6486,2010-10-30,Las Vegas,33.28,41,66
3.6471,2010-10-31,Las Vegas,33.28,42,74
3.5748,2010-11-01,Las Vegas,33.28,43,65
3.5455,2010-11-02,Las Vegas,33.28,46,61
3.6231,2010-11-03,Las Vegas,33.33,44,56
3.7132,2010-11-04,Las Vegas,33.8,41,56
3.8235,2010-11-05,Las Vegas,33.8,34,59
3.7182,2010-11-06,Las Vegas,33.8,35,54
3.6759,2010-11-07,Las Vegas,33.8,26,54
3.6792,2010-11-08,Las Vegas,33.8,29,71
3.5172,2010-11-09,Las Vegas,33.8,39,76
3.5429,2010-11-10,Las Vegas,33.8,38,74
3.7549,2010-11-11,Las Vegas,33.8,36,71
3.7417,2010-11-12,Las Vegas,33.8,33,69
3.5957,2010-11-13,Las Vegas,33.8,27,69
3.8058,2010-11-14,Las Vegas,33.8,28,70
3.507,2010-11-15,Las Vegas,33.8,42,63
3.7865,2010-11-16,Las Vegas,33.85,53,64
3.5964,2010-11-17,Las Vegas,33.85,38,65
3.7119,2010-11-18,Las Vegas,33.85,31,62
3.8173,2010-11-19,Las Vegas,33.85,32,61
3.6136,2010-11-20,Las Vegas,33.85,39,68
3.7483,2010-11-21,Las Vegas,33.85,36,70
3.6049,2010-11-22,Las Vegas,33.85,46,70
3.608,2010-11-23,Las Vegas,33.9,50,73
3.6942,2010-11-24,Las Vegas,33.9,40,68
3.7234,2010-11-25,Las Vegas,33.95,46,58
3.3443,2010-11-26,Las Vegas,34.12,47,66
3.6316,2010-11-27,Las Vegas,34.12,33,55
3.6522,2010-11-28,Las Vegas,34.12,29,51
3.5409,2010-11-29,Las Vegas,34.12,33,50
3.7619,2010-11-30,Las Vegas,34.66,44,68
3.6839,2010-12-01,Las Vegas,35.42,27,67
3.8867,2010-12-02,Las Vegas,35.42,23,49
3.7692,2010-12-03,Las Vegas,35.42,24,51
3.6569,2010-12-04,Las Vegas,35.51,34,41
3.6667,2010-12-05,Las Vegas,35.51,25,45
3.7413,2010-12-06,Las Vegas,35.51,21,38
3.75,2010-12-07,Las Vegas,35.51,12,36
3.5072,2010-12-08,Las Vegas,35.51,14,37
3.64,2010-12-09,Las Vegas,35.51,18,44
3.5556,2010-12-10,Las Vegas,35.51,28,47
3.7043,2010-12-11,Las Vegas,35.52,25,50
3.5595,2010-12-12,Las Vegas,35.83,29,48
3.627,2010-12-13,Las Vegas,35.83,20,33
3.8,2010-12-14,Las Vegas,35.83,15,35
3.5738,2010-12-15,Las Vegas,35.83,10,40
3.7636,2010-12-16,Las Vegas,35.96,31,48
3.7083,2010-12-17,Las Vegas,35.97,32,53
3.6422,2010-12-18,Las Vegas,36.04,30,37
3.7863,2010-12-19,Las Vegas,36.04,24,47
3.4601,2010-12-20,Las Vegas,36.04,18,43
3.6284,2010-12-21,Las Vegas,36.04,31,47
3.5778,2010-12-22,Las Vegas,36.04,39,63
3.75,2010-12-23,Las Vegas,36.04,27,47
3.5289,2010-12-24,Las Vegas,36.04,18,48
3.4299,2010-12-25,Las Vegas,36.29,33,42
3.5932,2010-12-26,Las Vegas,36.4,25,33
3.5806,2010-12-27,Las Vegas,36.4,24,38
3.4855,2010-12-28,Las Vegas,36.4,17,50
3.5737,2010-12-29,Las Vegas,36.4,20,48
3.6022,2010-12-30,Las Vegas,36.4,24,47
3.629,2010-12-31,Las Vegas,36.4,28,58
3.5556,2011-01-01,Las Vegas,0.27,39,61
3.6014,2011-01-02,Las Vegas,0.37,31,67
3.6463,2011-01-03,Las Vegas,0.37,21,48
3.6968,2011-01-04,Las Vegas,0.37,26,53
3.3669,2011-01-05,Las Vegas,0.41,26,45
3.7044,2011-01-06,Las Vegas,0.42,33,49
3.7134,2011-01-07,Las Vegas,0.43,28,48
3.5273,2011-01-08,Las Vegas,0.43,22,44
3.7143,2011-01-09,Las Vegas,0.43,13,37
3.8376,2011-01-10,Las Vegas,0.89,24,31
3.7119,2011-01-11,Las Vegas,0.92,27,33
3.6943,2011-01-12,Las Vegas,0.92,22,35
3.6535,2011-01-13,Las Vegas,0.92,21,39
3.8014,2011-01-14,Las Vegas,0.92,14,40
3.6894,2011-01-15,Las Vegas,0.92,22,50
3.497,2011-01-16,Las Vegas,0.92,26,54
3.5632,2011-01-17,Las Vegas,0.94,28,44
3.574,2011-01-18,Las Vegas,0.97,33,45
3.711,2011-01-19,Las Vegas,0.97,39,60
3.7925,2011-01-20,Las Vegas,0.97,30,50
3.8591,2011-01-21,Las Vegas,0.97,27,46
3.813,2011-01-22,Las Vegas,0.97,21,39
3.7842,2011-01-23,Las Vegas,0.97,15,46
3.7222,2011-01-24,Las Vegas,0.97,22,47
3.7822,2011-01-25,Las Vegas,1.08,24,45
3.6474,2011-01-26,Las Vegas,1.37,35,48
3.7764,2011-01-27,Las Vegas,1.37,24,49
3.5515,2011-01-28,Las Vegas,1.37,27,57
3.6301,2011-01-29,Las Vegas,1.37,27,63
3.7107,2011-01-30,Las Vegas,1.37,34,71
3.4667,2011-01-31,Las Vegas,1.37,39,51
3.7654,2011-02-01,Las Vegas,1.66,37,49
3.7278,2011-02-02,Las Vegas,2.05,39,60
3.6353,2011-02-03,Las Vegas,2.12,32,42
3.7206,2011-02-04,Las Vegas,2.96,33,35
3.4948,2011-02-05,Las Vegas,3.79,34,50
3.7928,2011-02-06,Las Vegas,3.79,26,55
3.6111,2011-02-07,Las Vegas,3.79,27,50
3.6284,2011-02-08,Las Vegas,3.79,29,51
3.7879,2011-02-09,Las Vegas,3.79,23,45
3.5606,2011-02-10,Las Vegas,3.8,30,47
3.7222,2011-02-11,Las Vegas,3.8,19,50
3.7815,2011-02-12,Las Vegas,3.8,21,58
3.5377,2011-02-13,Las Vegas,3.8,26,62
3.4865,2011-02-14,Las Vegas,3.8,43,71
3.7704,2011-02-15,Las Vegas,3.8,35,60
3.6704,2011-02-16,Las Vegas,3.8,34,62
3.7291,2011-02-17,Las Vegas,3.8,47,71
3.8611,2011-02-18,Las Vegas,3.8,48,78
3.6,2011-02-19,Las Vegas,3.8,47,70
3.7122,2011-02-20,Las Vegas,3.8,43,60
3.7125,2011-02-21,Las Vegas,3.8,44,75
3.7315,2011-02-22,Las Vegas,3.8,38,72
3.68,2011-02-23,Las Vegas,3.8,34,57
3.6067,2011-02-24,Las Vegas,3.8,40,60
3.5594,2011-02-25,Las Vegas,3.83,43,76
3.7093,2011-02-26,Las Vegas,3.83,30,61
3.5886,2011-02-27,Las Vegas,3.83,43,82
3.6345,2011-02-28,Las Vegas,4.81,56,78
3.733,2011-03-01,Las Vegas,4.81,42,59
3.6849,2011-03-02,Las Vegas,4.81,30,68
3.7468,2011-03-03,Las Vegas,4.81,43,59
3.8802,2011-03-04,Las Vegas,4.81,34,59
3.7087,2011-03-05,Las Vegas,4.97,50,63
3.7152,2011-03-06,Las Vegas,5.82,38,60
3.4396,2011-03-07,Las Vegas,5.82,33,56
3.7129,2011-03-08,Las Vegas,5.82,32,59
3.6853,2011-03-09,Las Vegas,6.69,47,57
3.6512,2011-03-10,Las Vegas,6.8,40,62
3.7,2011-03-11,Las Vegas,6.8,31,54
3.3361,2011-03-12,Las Vegas,6.8,28,72
3.6027,2011-03-13,Las Vegas,6.8,46,77
3.619,2011-03-14,Las Vegas,6.8,48,62
3.7143,2011-03-15,Las Vegas,6.87,43,52
3.7809,2011-03-16,Las Vegas,6.87,41,63
3.7563,2011-03-17,Las Vegas,6.87,33,71
3.6957,2011-03-18,Las Vegas,6.87,50,85
3.3095,2011-03-19,Las Vegas,6.87,51,77
3.6309,2011-03-20,Las Vegas,6.87,55,65
3.6009,2011-03-21,Las Vegas,6.87,56,76
3.7345,2011-03-22,Las Vegas,6.87,53,82
3.6905,2011-03-23,Las Vegas,7.0,59,81
3.5125,2011-03-24,Las Vegas,7.01,45,69
3.6158,2011-03-25,Las Vegas,7.01,34,64
3.7027,2011-03-26,Las Vegas,8.01,42,56
3.4375,2011-03-27,Las Vegas,8.03,39,42
3.7462,2011-03-28,Las Vegas,8.24,35,46
3.6419,2011-03-29,Las Vegas,8.24,28,62
3.6234,2011-03-30,Las Vegas,9.29,44,55
3.5621,2011-03-31,Las Vegas,9.32,42,49
3.7169,2011-04-01,Las Vegas,9.32,36,57
3.84,2011-04-02,Las Vegas,9.32,35,67
3.5426,2011-04-03,Las Vegas,9.32,34,74
3.6079,2011-04-04,Las Vegas,9.32,51,84
3.4536,2011-04-05,Las Vegas,9.81,45,72
3.741,2011-04-06,Las Vegas,9.81,31,68
3.6894,2011-04-07,Las Vegas,9.81,46,78
3.8284,2011-04-08,Las Vegas,9.81,48,83
3.7328,2011-04-09,Las Vegas,10.98,54,74
3.6104,2011-04-10,Las Vegas,10.98,52,74
3.5337,2011-04-11,Las Vegas,10.98,64,86
3.6319,2011-04-12,Las Vegas,10.99,48,72
3.8218,2011-04-13,Las Vegas,10.99,42,75
3.6467,2011-04-14,Las Vegas,10.99,40,74
3.6329,2011-04-15,Las Vegas,10.99,55,76
3.5361,2011-04-16,Las Vegas,12.21,48,71
3.7917,2011-04-17,Las Vegas,12.21,41,73
3.6711,2011-04-18,Las Vegas,12.21,47,79
3.6292,2011-04-19,Las Vegas,12.21,54,85
3.8267,2011-04-20,Las Vegas,12.21,63,82
3.6871,2011-04-21,Las Vegas,12.21,61,76
3.7886,2011-04-22,Las Vegas,12.44,49,62
3.8779,2011-04-23,Las Vegas,12.46,49,80
3.6503,2011-04-24,Las Vegas,12.46,55,86
3.5354,2011-04-25,Las Vegas,12.46,63,84
3.7688,2011-04-26,Las Vegas,12.46,68,85
3.7273,2011-04-27,Las Vegas,12.46,70,85
3.7324,2011-04-28,Las Vegas,12.64,59,79
3.55,2011-04-29,Las Vegas,12.64,46,78
3.4359,2011-04-30,Las Vegas,12.64,45,78
3.5533,2011-05-01,Las Vegas,12.64,55,78
3.6646,2011-05-02,Las Vegas,12.64,59,82
3.8,2011-05-03,Las Vegas,13.07,61,83
3.7158,2011-05-04,Las Vegas,13.45,47,68
3.7424,2011-05-05,Las Vegas,13.45,36,68
3.6641,2011-05-06,Las Vegas,13.49,45,73
3.7426,2011-05-07,Las Vegas,13.49,46,75
3.6076,2011-05-08,Las Vegas,13.49,58,81
3.4513,2011-05-09,Las Vegas,13.49,56,82
3.5867,2011-05-10,Las Vegas,13.65,60,87
3.6647,2011-05-11,Las Vegas,14.22,64,84
3.6595,2011-05-12,Las Vegas,14.22,67,82
3.6889,2011-05-13,Las Vegas,14.22,68,85
3.6544,2011-05-14,Las Vegas,14.34,61,80
3.6031,2011-05-15,Las Vegas,14.34,59,78
3.3621,2011-05-16,Las Vegas,15.59,54,72
3.7195,2011-05-17,Las Vegas,16.36,50,59
3.6226,2011-05-18,Las Vegas,16.36,46,67
3.641,2011-05-19,Las Vegas,16.36,53,76
3.7935,2011-05-20,Las Vegas,16.36,59,79
3.7736,2011-05-21,Las Vegas,16.36,55,86
3.7317,2011-05-22,Las Vegas,16.36,62,91
3.7432,2011-05-23,Las Vegas,16.36,68,87
3.7867,2011-05-24,Las Vegas,16.36,64,90
3.6948,2011-05-25,Las Vegas,16.36,61,91
3.7519,2011-05-26,Las Vegas,16.4,65,91
3.7059,2011-05-27,Las Vegas,17.37,61,79
3.5614,2011-05-28,Las Vegas,17.37,66,85
3.6923,2011-05-29,Las Vegas,17.37,69,88
3.6,2011-05-30,Las Vegas,17.37,67,91
3.6269,2011-05-31,Las Vegas,17.37,66,95
3.5685,2011-06-01,Las Vegas,17.37,70,95
3.7644,2011-06-02,Las Vegas,17.37,69,93
3.6396,2011-06-03,Las Vegas,17.37,65,88
3.7697,2011-06-04,Las Vegas,17.37,58,90
3.6418,2011-06-05,Las Vegas,17.54,65,93
3.7067,2011-06-06,Las Vegas,17.54,67,89
3.6566,2011-06-07,Las Vegas,17.54,65,90
3.614,2011-06-08,Las Vegas,17.54,71,94
3.7326,2011-06-09,Las Vegas,17.54,70,95
3.7234,2011-06-10,Las Vegas,17.54,66,92
3.7622,2011-06-11,Las Vegas,17.55,70,92
3.8013,2011-06-12,Las Vegas,17.69,67,91
3.6974,2011-06-13,Las Vegas,17.69,65,90
3.7958,2011-06-14,Las Vegas,17.69,64,84
3.8457,2011-06-15,Las Vegas,17.85,57,85
3.8579,2011-06-16,Las Vegas,17.85,62,84
3.8827,2011-06-17,Las Vegas,17.85,59,89
