avg_stars,date,city,precipitation,temp_min,temp_max
3.8707,2011-06-18,Las Vegas,18.02,67,91
3.5412,2011-06-19,Las Vegas,18.02,67,85
3.7143,2011-06-20,Las Vegas,18.02,70,94
3.5308,2011-06-21,Las Vegas,18.32,67,96
3.7489,2011-06-22,Las Vegas,18.56,70,89
3.8615,2011-06-23,Las Vegas,18.56,71,83
3.677,2011-06-24,Las Vegas,18.64,72,93
3.7947,2011-06-25,Las Vegas,18.64,62,88
3.7238,2011-06-26,Las Vegas,18.64,63,90
3.7745,2011-06-27,Las Vegas,18.64,67,93
3.6445,2011-06-28,Las Vegas,20.47,71,96
3.8195,2011-06-29,Las Vegas,20.47,67,90
3.5979,2011-06-30,Las Vegas,20.47,65,90
3.5901,2011-07-01,Las Vegas,20.47,64,91
3.5912,2011-07-02,Las Vegas,20.47,63,94
3.814,2011-07-03,Las Vegas,20.47,72,93
3.654,2011-07-04,Las Vegas,20.63,70,93
3.6914,2011-07-05,Las Vegas,20.81,68,90
3.6361,2011-07-06,Las Vegas,20.81,70,89
3.5921,2011-07-07,Las Vegas,20.82,70,90
3.6507,2011-07-08,Las Vegas,21.79,70,89
3.75,2011-07-09,Las Vegas,21.79,70,90
3.6493,2011-07-10,Las Vegas,21.82,72,91
3.7179,2011-07-11,Las Vegas,21.82,76,92
3.6729,2011-07-12,Las Vegas,21.82,77,96
3.8415,2011-07-13,Las Vegas,22.26,72,96
3.765,2011-07-14,Las Vegas,22.26,71,88
3.6095,2011-07-15,Las Vegas,22.34,65,78
3.8639,2011-07-16,Las Vegas,22.34,66,80
3.5795,2011-07-17,Las Vegas,22.34,67,86
3.6314,2011-07-18,Las Vegas,22.34,68,90
3.7903,2011-07-19,Las Vegas,22.34,68,94
3.6606,2011-07-20,Las Vegas,22.34,74,97
3.7366,2011-07-21,Las Vegas,22.34,74,97
3.7821,2011-07-22,Las Vegas,22.34,76,98
3.7083,2011-07-23,Las Vegas,22.34,74,98
3.598,2011-07-24,Las Vegas,22.34,74,98
3.6226,2011-07-25,Las Vegas,22.34,73,97
3.6964,2011-07-26,Las Vegas,22.34,71,94
3.852,2011-07-27,Las Vegas,22.34,69,98
3.8278,2011-07-28,Las Vegas,22.34,74,97
3.7134,2011-07-29,Las Vegas,22.34,70,100
3.8834,2011-07-30,Las Vegas,23.98,73,101
3.7831,2011-07-31,Las Vegas,24.0,72,91
3.7404,2011-08-01,Las Vegas,24.0,73,94
3.7072,2011-08-02,Las Vegas,24.0,68,96
3.5446,2011-08-03,Las Vegas,24.0,68,98
3.6788,2011-08-04,Las Vegas,24.0,73,97
3.5949,2011-08-05,Las Vegas,26.5,74,83
3.6493,2011-08-06,Las Vegas,26.54,75,92
3.5143,2011-08-07,Las Vegas,26.54,73,95
3.7409,2011-08-08,Las Vegas,27.04,72,97
3.5703,2011-08-09,Las Vegas,27.04,71,92
3.4882,2011-08-10,Las Vegas,27.04,69,93
3.7179,2011-08-11,Las Vegas,28.33,68,89
3.6667,2011-08-12,Las Vegas,28.33,67,88
3.4885,2011-08-13,Las Vegas,29.02,70,86
3.6602,2011-08-14,Las Vegas,29.13,68,85
3.6977,2011-08-15,Las Vegas,29.13,65,85
3.7412,2011-08-16,Las Vegas,29.13,61,87
3.6068,2011-08-17,Las Vegas,29.13,62,90
3.5918,2011-08-18,Las Vegas,29.13,65,87
3.6585,2011-08-19,Las Vegas,29.13,64,91
3.5299,2011-08-20,Las Vegas,29.18,71,89
3.5535,2011-08-21,Las Vegas,29.18,71,91
3.531,2011-08-22,Las Vegas,29.18,67,91
3.6537,2011-08-23,Las Vegas,29.18,64,86
3.6311,2011-08-24,Las Vegas,29.18,64,90
3.5618,2011-08-25,Las Vegas,29.18,69,91
3.7582,2011-08-26,Las Vegas,29.18,72,90
3.6979,2011-08-27,Las Vegas,29.18,71,92
3.6058,2011-08-28,Las Vegas,29.18,60,91
3.5159,2011-08-29,Las Vegas,29.18,64,89
3.6893,2011-08-30,Las Vegas,29.18,67,87
3.5687,2011-08-31,Las Vegas,29.18,65,90
3.6832,2011-09-01,Las Vegas,29.18,63,92
3.871,2011-09-02,Las Vegas,29.24,68,96
3.8333,2011-09-03,Las Vegas,29.24,67,89
3.5782,2011-09-04,Las Vegas,29.26,70,89
3.5278,2011-09-05,Las Vegas,30.88,71,83
3.75,2011-09-06,Las Vegas,31.05,63,86
3.6618,2011-09-07,Las Vegas,31.05,59,73
3.6053,2011-09-08,Las Vegas,31.05,57,80
3.7541,2011-09-09,Las Vegas,31.05,58,84
3.4632,2011-09-10,Las Vegas,31.05,57,85
3.6039,2011-09-11,Las Vegas,31.05,56,88
3.5992,2011-09-12,Las Vegas,31.05,62,87
3.6186,2011-09-13,Las Vegas,31.05,61,89
3.8093,2011-09-14,Las Vegas,31.05,61,90
3.8176,2011-09-15,Las Vegas,31.05,65,88
3.6353,2011-09-16,Las Vegas,31.05,55,66
3.5426,2011-09-17,Las Vegas,31.05,54,64
3.6732,2011-09-18,Las Vegas,31.05,54,69
3.5952,2011-09-19,Las Vegas,31.05,56,71
3.7056,2011-09-20,Las Vegas,31.05,60,76
3.6162,2011-09-21,Las Vegas,31.51,68,75
3.711,2011-09-22,Las Vegas,31.63,65,79
3.7733,2011-09-23,Las Vegas,32.72,67,81
3.5833,2011-09-24,Las Vegas,33.07,68,83
3.6289,2011-09-25,Las Vegas,34.21,65,79
3.7581,2011-09-26,Las Vegas,34.22,64,84
3.7473,2011-09-27,Las Vegas,34.73,68,86
3.6987,2011-09-28,Las Vegas,34.73,65,83
3.7566,2011-09-29,Las Vegas,34.73,59,83
3.8163,2011-09-30,Las Vegas,34.73,53,81
3.5431,2011-10-01,Las Vegas,34.73,45,64
3.763,2011-10-02,Las Vegas,34.73,41,65
3.7349,2011-10-03,Las Vegas,34.73,39,71
3.7947,2011-10-04,Las Vegas,34.73,43,76
3.8492,2011-10-05,Las Vegas,34.73,46,78
3.8296,2011-10-06,Las Vegas,34.73,49,77
3.661,2011-10-07,Las Vegas,34.73,50,76
3.6279,2011-10-08,Las Vegas,34.73,48,75
3.6294,2011-10-09,Las Vegas,34.73,56,77
3.7813,2011-10-10,Las Vegas,34.73,61,71
3.7347,2011-10-11,Las Vegas,35.53,58,67
3.733,2011-10-12,Las Vegas,35.73,59,74
3.546,2011-10-13,Las Vegas,35.76,61,75
3.9292,2011-10-14,Las Vegas,35.76,51,75
3.7586,2011-10-15,Las Vegas,35.76,44,76
3.7556,2011-10-16,Las Vegas,35.76,42,80
3.5541,2011-10-17,Las Vegas,35.76,56,84
3.5682,2011-10-18,Las Vegas,36.79,55,81
3.6627,2011-10-19,Las Vegas,37.12,47,69
3.7211,2011-10-20,Las Vegas,37.12,43,61
3.6992,2011-10-21,Las Vegas,37.12,34,63
3.6068,2011-10-22,Las Vegas,37.12,41,66
3.5641,2011-10-23,Las Vegas,37.12,36,69
3.7107,2011-10-24,Las Vegas,37.12,43,73
3.9194,2011-10-25,Las Vegas,37.12,46,76
3.5029,2011-10-26,Las Vegas,37.12,47,76
3.7353,2011-10-27,Las Vegas,37.12,52,78
3.5442,2011-10-28,Las Vegas,37.41,42,64
3.6096,2011-10-29,Las Vegas,37.77,32,58
3.4775,2011-10-30,Las Vegas,37.77,28,61
3.5882,2011-10-31,Las Vegas,37.77,35,61
3.5196,2011-11-01,Las Vegas,37.77,32,65
3.4918,2011-11-02,Las Vegas,37.77,32,65
3.7007,2011-11-03,Las Vegas,38.64,32,66
3.7614,2011-11-04,Las Vegas,38.92,49,59
3.7869,2011-11-05,Las Vegas,38.92,37,56
3.6986,2011-11-06,Las Vegas,38.92,38,65
3.5267,2011-11-07,Las Vegas,38.92,37,70
3.7219,2011-11-08,Las Vegas,38.92,39,71
3.6919,2011-11-09,Las Vegas,38.92,37,71
3.7363,2011-11-10,Las Vegas,39.0,36,60
3.5767,2011-11-11,Las Vegas,39.0,32,54
3.6159,2011-11-12,Las Vegas,39.0,31,64
3.6348,2011-11-13,Las Vegas,39.0,38,60
3.5957,2011-11-14,Las Vegas,39.0,47,73
3.5683,2011-11-15,Las Vegas,39.0,61,75
3.6609,2011-11-16,Las Vegas,39.29,58,71
3.5725,2011-11-17,Las Vegas,39.76,29,58
3.7596,2011-11-18,Las Vegas,39.76,26,51
3.6769,2011-11-19,Las Vegas,39.76,23,58
3.8311,2011-11-20,Las Vegas,39.76,42,68
3.6474,2011-11-21,Las Vegas,39.84,59,75
3.6354,2011-11-22,Las Vegas,39.99,52,76
3.7697,2011-11-23,Las Vegas,40.11,42,69
3.5487,2011-11-24,Las Vegas,40.11,31,66
3.5895,2011-11-25,Las Vegas,40.11,28,67
3.5968,2011-11-26,Las Vegas,40.11,39,70
3.5872,2011-11-27,Las Vegas,40.11,52,69
3.61,2011-11-28,Las Vegas,40.86,48,73
3.7202,2011-11-29,Las Vegas,41.11,38,48
3.7118,2011-11-30,Las Vegas,41.11,32,56
3.7561,2011-12-01,Las Vegas,41.11,29,58
3.6107,2011-12-02,Las Vegas,41.11,25,63
3.6612,2011-12-03,Las Vegas,41.11,31,59
3.6387,2011-12-04,Las Vegas,41.11,32,61
3.614,2011-12-05,Las Vegas,41.13,42,61
3.6517,2011-12-06,Las Vegas,41.13,58,69
3.6923,2011-12-07,Las Vegas,41.67,41,65
3.9636,2011-12-08,Las Vegas,41.67,30,53
3.6103,2011-12-09,Las Vegas,41.67,31,54
3.6715,2011-12-10,Las Vegas,41.67,34,54
3.646,2011-12-11,Las Vegas,41.67,28,49
3.6066,2011-12-12,Las Vegas,41.67,34,52
3.6891,2011-12-13,Las Vegas,41.67,33,66
3.7292,2011-12-14,Las Vegas,41.67,46,64
3.7481,2011-12-15,Las Vegas,41.67,43,68
3.6014,2011-12-16,Las Vegas,42.03,49,67
3.8,2011-12-17,Las Vegas,42.03,31,52
3.7537,2011-12-18,Las Vegas,42.03,28,52
3.7531,2011-12-19,Las Vegas,42.03,31,58
3.689,2011-12-20,Las Vegas,42.08,40,58
3.4628,2011-12-21,Las Vegas,43.36,53,63
3.7465,2011-12-22,Las Vegas,43.57,60,64
3.7209,2011-12-23,Las Vegas,43.57,45,64
3.594,2011-12-24,Las Vegas,43.57,34,53
3.5841,2011-12-25,Las Vegas,43.57,33,52
3.3453,2011-12-26,Las Vegas,43.57,33,56
3.4027,2011-12-27,Las Vegas,44.52,41,57
3.5415,2011-12-28,Las Vegas,44.52,31,54
3.5909,2011-12-29,Las Vegas,44.52,25,53
3.6438,2011-12-30,Las Vegas,44.52,34,59
3.5101,2011-12-31,Las Vegas,44.52,43,64
3.8387,2012-01-01,Las Vegas,0.0,36,66
3.5086,2012-01-02,Las Vegas,0.0,27,48
3.4696,2012-01-03,Las Vegas,0.0,20,35
3.6222,2012-01-04,Las Vegas,0.0,16,44
3.6638,2012-01-05,Las Vegas,0.0,28,61
3.7069,2012-01-06,Las Vegas,0.0,31,65
3.6884,2012-01-07,Las Vegas,0.0,40,71
3.5946,2012-01-08,Las Vegas,0.05,42,58
3.6468,2012-01-09,Las Vegas,0.07,46,48
3.716,2012-01-10,Las Vegas,0.07,47,57
3.6383,2012-01-11,Las Vegas,0.5,50,60
3.6769,2012-01-12,Las Vegas,0.5,41,58
3.6098,2012-01-13,Las Vegas,0.5,26,42
3.5673,2012-01-14,Las Vegas,0.5,21,47
3.654,2012-01-15,Las Vegas,0.5,29,50
3.7407,2012-01-16,Las Vegas,0.5,27,49
3.607,2012-01-17,Las Vegas,1.13,38,66
3.7028,2012-01-18,Las Vegas,1.35,36,55
3.6607,2012-01-19,Las Vegas,1.35,26,47
3.4904,2012-01-20,Las Vegas,1.53,31,50
3.7537,2012-01-21,Las Vegas,2.01,46,54
3.375,2012-01-22,Las Vegas,2.01,37,50
3.7165,2012-01-23,Las Vegas,2.13,37,45
3.6946,2012-01-24,Las Vegas,2.13,37,59
3.7911,2012-01-25,Las Vegas,2.13,32,64
3.6358,2012-01-26,Las Vegas,2.13,49,65
3.7305,2012-01-27,Las Vegas,2.28,34,67
3.5326,2012-01-28,Las Vegas,2.28,30,63
3.6932,2012-01-29,Las Vegas,2.28,24,53
3.5521,2012-01-30,Las Vegas,2.28,29,61
3.6507,2012-01-31,Las Vegas,2.28,34,66
3.7019,2012-02-01,Las Vegas,2.3,45,66
3.5882,2012-02-02,Las Vegas,2.3,49,71
3.814,2012-02-03,Las Vegas,2.3,38,59
3.6667,2012-02-04,Las Vegas,2.4,45,51
3.6484,2012-02-05,Las Vegas,2.74,42,56
3.729,2012-02-06,Las Vegas,2.74,34,47
3.7759,2012-02-07,Las Vegas,2.74,28,59
3.7709,2012-02-08,Las Vegas,2.74,30,53
3.6591,2012-02-09,Las Vegas,2.74,28,49
3.7772,2012-02-10,Las Vegas,2.74,32,48
3.6803,2012-02-11,Las Vegas,2.74,24,50
3.6226,2012-02-12,Las Vegas,2.74,18,43
3.614,2012-02-13,Las Vegas,2.74,19,51
3.633,2012-02-14,Las Vegas,2.74,33,54
3.6889,2012-02-15,Las Vegas,2.74,28,65
3.7484,2012-02-16,Las Vegas,2.82,44,54
3.6621,2012-02-17,Las Vegas,2.82,43,63
3.8222,2012-02-18,Las Vegas,2.82,40,64
3.6195,2012-02-19,Las Vegas,3.36,33,57
3.6598,2012-02-20,Las Vegas,3.36,28,52
3.66,2012-02-21,Las Vegas,3.36,30,58
3.595,2012-02-22,Las Vegas,3.39,37,70
3.4148,2012-02-23,Las Vegas,3.47,46,76
3.8398,2012-02-24,Las Vegas,3.51,45,74
3.6429,2012-02-25,Las Vegas,3.51,35,55
3.5988,2012-02-26,Las Vegas,3.51,25,54
3.5703,2012-02-27,Las Vegas,3.52,38,55
3.8736,2012-02-28,Las Vegas,3.52,39,69
3.7621,2012-02-29,Las Vegas,3.58,54,68
3.7308,2012-03-01,Las Vegas,3.58,56,80
3.5077,2012-03-02,Las Vegas,3.79,49,60
3.6951,2012-03-03,Las Vegas,5.27,51,63
3.6318,2012-03-04,Las Vegas,5.27,34,53
3.7014,2012-03-05,Las Vegas,5.27,32,53
3.7363,2012-03-06,Las Vegas,5.27,24,57
3.554,2012-03-07,Las Vegas,5.27,36,69
3.7581,2012-03-08,Las Vegas,5.27,47,72
3.7763,2012-03-09,Las Vegas,5.54,43,64
3.625,2012-03-10,Las Vegas,5.54,38,61
3.6065,2012-03-11,Las Vegas,5.54,31,64
3.7045,2012-03-12,Las Vegas,5.54,45,72
3.6464,2012-03-13,Las Vegas,5.57,57,75
3.5522,2012-03-14,Las Vegas,5.57,57,83
3.6182,2012-03-15,Las Vegas,5.57,52,84
3.7313,2012-03-16,Las Vegas,5.58,54,82
3.7071,2012-03-17,Las Vegas,6.55,54,81
3.8314,2012-03-18,Las Vegas,6.55,55,75
3.6773,2012-03-19,Las Vegas,6.55,55,83
3.6296,2012-03-20,Las Vegas,6.55,59,82
3.633,2012-03-21,Las Vegas,6.55,59,79
3.648,2012-03-22,Las Vegas,6.55,61,80
3.619,2012-03-23,Las Vegas,6.67,60,79
3.6689,2012-03-24,Las Vegas,7.01,60,78
3.6536,2012-03-25,Las Vegas,7.01,52,66
3.6782,2012-03-26,Las Vegas,7.01,52,80
3.6522,2012-03-27,Las Vegas,7.01,48,65
3.8158,2012-03-28,Las Vegas,7.01,48,76
3.5912,2012-03-29,Las Vegas,7.01,57,86
3.7349,2012-03-30,Las Vegas,7.19,54,78
3.6323,2012-03-31,Las Vegas,7.47,60,77
3.5773,2012-04-01,Las Vegas,7.49,49,76
3.6683,2012-04-02,Las Vegas,7.5,54,84
3.614,2012-04-03,Las Vegas,7.78,58,78
3.5327,2012-04-04,Las Vegas,7.78,57,84
3.8767,2012-04-05,Las Vegas,8.03,51,70
3.7062,2012-04-06,Las Vegas,8.26,42,65
3.6741,2012-04-07,Las Vegas,8.26,37,70
3.503,2012-04-08,Las Vegas,8.26,38,77
3.6131,2012-04-09,Las Vegas,8.26,47,74
3.6632,2012-04-10,Las Vegas,8.26,47,76
3.5571,2012-04-11,Las Vegas,8.26,39,63
3.6404,2012-04-12,Las Vegas,8.26,33,63
3.519,2012-04-13,Las Vegas,8.26,34,70
3.6492,2012-04-14,Las Vegas,8.26,44,75
3.6269,2012-04-15,Las Vegas,8.26,58,78
3.688,2012-04-16,Las Vegas,8.26,56,84
3.6851,2012-04-17,Las Vegas,8.26,57,83
3.7397,2012-04-18,Las Vegas,8.66,53,60
3.6014,2012-04-19,Las Vegas,8.66,52,68
3.5934,2012-04-20,Las Vegas,8.66,47,72
3.5455,2012-04-21,Las Vegas,8.66,54,79
3.7143,2012-04-22,Las Vegas,9.02,44,63
3.5694,2012-04-23,Las Vegas,9.02,40,58
3.7527,2012-04-24,Las Vegas,9.02,39,65
3.71,2012-04-25,Las Vegas,9.1,49,71
3.6364,2012-04-26,Las Vegas,9.14,60,72
3.7371,2012-04-27,Las Vegas,9.14,57,83
3.6887,2012-04-28,Las Vegas,9.14,58,68
3.6585,2012-04-29,Las Vegas,9.14,53,83
3.4579,2012-04-30,Las Vegas,9.14,65,85
3.6649,2012-05-01,Las Vegas,9.14,64,86
3.7758,2012-05-02,Las Vegas,9.14,66,88
3.6995,2012-05-03,Las Vegas,9.14,63,88
3.5614,2012-05-04,Las Vegas,9.14,64,86
3.6136,2012-05-05,Las Vegas,9.14,61,87
3.6959,2012-05-06,Las Vegas,9.14,66,80
3.6995,2012-05-07,Las Vegas,9.14,63,80
3.7594,2012-05-08,Las Vegas,11.55,63,78
3.7358,2012-05-09,Las Vegas,11.91,55,72
3.7314,2012-05-10,Las Vegas,11.91,50,74
3.6879,2012-05-11,Las Vegas,11.91,48,75
3.7971,2012-05-12,Las Vegas,11.91,50,75
3.7184,2012-05-13,Las Vegas,12.24,54,71
3.7361,2012-05-14,Las Vegas,13.53,64,75
3.6471,2012-05-15,Las Vegas,13.56,61,81
3.7072,2012-05-16,Las Vegas,14.62,62,83
3.8286,2012-05-17,Las Vegas,14.62,60,82
3.8683,2012-05-18,Las Vegas,14.62,63,78
3.5563,2012-05-19,Las Vegas,14.62,54,78
3.76,2012-05-20,Las Vegas,14.62,53,83
3.6694,2012-05-21,Las Vegas,14.62,60,85
3.6528,2012-05-22,Las Vegas,15.03,60,83
3.5796,2012-05-23,Las Vegas,15.03,60,81
3.69,2012-05-24,Las Vegas,15.03,64,85
3.6142,2012-05-25,Las Vegas,15.03,63,90
3.7514,2012-05-26,Las Vegas,15.03,64,89
3.5315,2012-05-27,Las Vegas,15.03,65,85
3.5926,2012-05-28,Las Vegas,15.03,70,87
3.6318,2012-05-29,Las Vegas,15.06,70,85
3.6787,2012-05-30,Las Vegas,15.06,65,88
3.6845,2012-05-31,Las Vegas,15.06,60,89
3.7098,2012-06-01,Las Vegas,15.11,64,83
3.6392,2012-06-02,Las Vegas,15.11,57,77
3.6722,2012-06-03,Las Vegas,15.11,55,83
3.7143,2012-06-04,Las Vegas,15.11,59,85
3.7578,2012-06-05,Las Vegas,15.18,62,76
3.7631,2012-06-06,Las Vegas,15.7,57,73
3.6477,2012-06-07,Las Vegas,15.7,58,81
3.8114,2012-06-08,Las Vegas,15.7,57,84
3.5663,2012-06-09,Las Vegas,15.7,55,87
3.623,2012-06-10,Las Vegas,15.71,65,81
3.639,2012-06-11,Las Vegas,15.91,69,79
3.6509,2012-06-12,Las Vegas,16.0,66,85
3.6009,2012-06-13,Las Vegas,16.0,66,88
3.6024,2012-06-14,Las Vegas,16.0,66,82
3.6788,2012-06-15,Las Vegas,16.0,64,83
3.8324,2012-06-16,Las Vegas,16.0,63,82
3.5787,2012-06-17,Las Vegas,16.0,56,83
3.5941,2012-06-18,Las Vegas,16.0,65,87
3.6229,2012-06-19,Las Vegas,16.0,66,91
3.6618,2012-06-20,Las Vegas,16.0,69,93
3.5067,2012-06-21,Las Vegas,16.0,68,93
3.5459,2012-06-22,Las Vegas,16.0,69,94
3.6085,2012-06-23,Las Vegas,16.0,66,91
3.5297,2012-06-24,Las Vegas,16.08,68,89
3.6318,2012-06-25,Las Vegas,16.08,68,92
3.5587,2012-06-26,Las Vegas,16.08,58,83
3.6948,2012-06-27,Las Vegas,16.08,56,86
3.7637,2012-06-28,Las Vegas,16.08,58,96
3.8394,2012-06-29,Las Vegas,16.08,66,104
3.6434,2012-06-30,Las Vegas,16.08,72,104
3.4275,2012-07-01,Las Vegas,16.08,72,104
3.6183,2012-07-02,Las Vegas,16.36,68,93
3.6696,2012-07-03,Las Vegas,16.36,70,97
3.7293,2012-07-04,Las Vegas,16.36,69,96
3.4718,2012-07-05,Las Vegas,16.36,70,100
3.4623,2012-07-06,Las Vegas,16.36,68,97
3.6518,2012-07-07,Las Vegas,16.36,73,99
3.6321,2012-07-08,Las Vegas,16.36,78,101
3.5669,2012-07-09,Las Vegas,16.45,74,96
3.631,2012-07-10,Las Vegas,16.63,71,89
3.684,2012-07-11,Las Vegas,17.46,68,85
3.6048,2012-07-12,Las Vegas,17.46,67,81
3.6667,2012-07-13,Las Vegas,17.56,69,87
3.7784,2012-07-14,Las Vegas,18.6,73,90
3.6034,2012-07-15,Las Vegas,18.64,72,92
3.6346,2012-07-16,Las Vegas,19.55,70,94
3.7331,2012-07-17,Las Vegas,19.55,68,94
3.7083,2012-07-18,Las Vegas,19.55,72,94
3.6298,2012-07-19,Las Vegas,19.55,70,93
3.8424,2012-07-20,Las Vegas,19.96,72,93
3.6831,2012-07-21,Las Vegas,19.96,72,90
3.6996,2012-07-22,Las Vegas,19.96,72,93
3.7366,2012-07-23,Las Vegas,19.99,74,94
3.7541,2012-07-24,Las Vegas,19.99,73,95
3.6986,2012-07-25,Las Vegas,20.04,72,93
3.8058,2012-07-26,Las Vegas,20.04,73,96
3.6111,2012-07-27,Las Vegas,20.04,74,97
3.5657,2012-07-28,Las Vegas,20.04,72,96
3.6198,2012-07-29,Las Vegas,20.04,69,92
3.6316,2012-07-30,Las Vegas,20.04,70,92
3.6196,2012-07-31,Las Vegas,20.06,69,83
3.8426,2012-08-01,Las Vegas,20.06,69,93
3.9749,2012-08-02,Las Vegas,20.06,70,96
3.7661,2012-08-03,Las Vegas,20.07,71,93
3.7755,2012-08-04,Las Vegas,20.07,72,91
3.555,2012-08-05,Las Vegas,20.27,72,90
3.6799,2012-08-06,Las Vegas,21.56,73,92
3.634,2012-08-07,Las Vegas,21.72,69,86
3.7283,2012-08-08,Las Vegas,21.73,70,88
3.6388,2012-08-09,Las Vegas,22.34,66,86
3.8097,2012-08-10,Las Vegas,22.34,70,84
3.6635,2012-08-11,Las Vegas,22.37,67,83
3.8955,2012-08-12,Las Vegas,22.37,66,87
3.5858,2012-08-13,Las Vegas,22.37,64,87
3.6642,2012-08-14,Las Vegas,22.37,66,87
3.6372,2012-08-15,Las Vegas,22.37,63,86
3.6298,2012-08-16,Las Vegas,22.37,61,87
3.7459,2012-08-17,Las Vegas,22.68,63,90
3.7399,2012-08-18,Las Vegas,22.68,65,84
3.5845,2012-08-19,Las Vegas,23.14,68,82
3.747,2012-08-20,Las Vegas,23.17,67,81
3.8193,2012-08-21,Las Vegas,23.17,65,83
3.7795,2012-08-22,Las Vegas,23.17,65,84
3.6575,2012-08-23,Las Vegas,23.17,64,85
3.5689,2012-08-24,Las Vegas,23.17,63,85
3.5287,2012-08-25,Las Vegas,23.17,58,86
3.7318,2012-08-26,Las Vegas,23.17,58,88
3.5234,2012-08-27,Las Vegas,23.17,64,90
3.668,2012-08-28,Las Vegas,23.17,72,87
3.7633,2012-08-29,Las Vegas,23.17,73,85
3.5967,2012-08-30,Las Vegas,23.17,71,85
3.6154,2012-08-31,Las Vegas,23.17,71,92
3.6415,2012-09-01,Las Vegas,23.81,71,94
3.7239,2012-09-02,Las Vegas,23.81,71,93
3.6489,2012-09-03,Las Vegas,24.49,70,90
3.7428,2012-09-04,Las Vegas,25.38,72,84
3.7005,2012-09-05,Las Vegas,25.38,72,85
3.7678,2012-09-06,Las Vegas,25.39,71,87
3.681,2012-09-07,Las Vegas,25.39,70,89
3.7232,2012-09-08,Las Vegas,26.41,67,90
3.6176,2012-09-09,Las Vegas,26.41,58,80
3.5602,2012-09-10,Las Vegas,26.41,52,81
3.7018,2012-09-11,Las Vegas,26.41,61,78
3.6068,2012-09-12,Las Vegas,26.41,58,81
3.6298,2012-09-13,Las Vegas,26.41,53,81
3.8093,2012-09-14,Las Vegas,26.41,56,82
3.6415,2012-09-15,Las Vegas,26.41,59,86
3.6205,2012-09-16,Las Vegas,26.44,67,76
3.7037,2012-09-17,Las Vegas,26.84,66,78
3.6923,2012-09-18,Las Vegas,27.38,63,76
3.7747,2012-09-19,Las Vegas,27.38,59,76
3.8557,2012-09-20,Las Vegas,27.38,54,78
3.7746,2012-09-21,Las Vegas,27.38,54,82
3.7255,2012-09-22,Las Vegas,27.38,64,85
3.7554,2012-09-23,Las Vegas,27.38,53,78
3.6923,2012-09-24,Las Vegas,27.38,50,73
3.659,2012-09-25,Las Vegas,27.38,46,77
3.6529,2012-09-26,Las Vegas,27.38,56,81
3.861,2012-09-27,Las Vegas,27.38,53,84
3.7251,2012-09-28,Las Vegas,27.82,57,85
3.5643,2012-09-29,Las Vegas,27.99,63,73
3.5697,2012-09-30,Las Vegas,27.99,57,74
3.6265,2012-10-01,Las Vegas,28.36,60,68
3.5471,2012-10-02,Las Vegas,28.45,68,82
3.7545,2012-10-03,Las Vegas,28.46,65,80
3.7117,2012-10-04,Las Vegas,28.46,60,81
3.7829,2012-10-05,Las Vegas,28.46,55,81
3.5033,2012-10-06,Las Vegas,28.61,56,83
3.7613,2012-10-07,Las Vegas,28.91,53,62
3.7803,2012-10-08,Las Vegas,28.91,46,54
3.7867,2012-10-09,Las Vegas,28.91,46,59
3.7004,2012-10-10,Las Vegas,28.91,46,73
3.7396,2012-10-11,Las Vegas,28.91,45,68
3.8101,2012-10-12,Las Vegas,28.91,44,76
3.8225,2012-10-13,Las Vegas,28.91,45,68
3.6244,2012-10-14,Las Vegas,28.91,44,74
3.7067,2012-10-15,Las Vegas,29.05,51,77
3.5826,2012-10-16,Las Vegas,29.05,42,70
3.6779,2012-10-17,Las Vegas,29.05,44,72
3.7849,2012-10-18,Las Vegas,29.2,50,77
3.7219,2012-10-19,Las Vegas,29.2,51,71
3.5223,2012-10-20,Las Vegas,29.2,44,71
3.5625,2012-10-21,Las Vegas,29.2,40,70
3.4735,2012-10-22,Las Vegas,29.2,39,77
3.7186,2012-10-23,Las Vegas,29.2,44,78
3.5952,2012-10-24,Las Vegas,29.2,46,81
3.6784,2012-10-25,Las Vegas,29.2,47,79
3.7044,2012-10-26,Las Vegas,29.2,55,77
3.6031,2012-10-27,Las Vegas,29.2,60,73
3.496,2012-10-28,Las Vegas,29.2,49,69
3.5745,2012-10-29,Las Vegas,29.2,42,54
3.5544,2012-10-30,Las Vegas,29.2,43,53
3.701,2012-10-31,Las Vegas,29.2,36,61
3.5902,2012-11-01,Las Vegas,29.2,34,62
3.7742,2012-11-02,Las Vegas,29.2,33,72
3.4649,2012-11-03,Las Vegas,29.2,33,69
3.767,2012-11-04,Las Vegas,29.2,44,64
3.6233,2012-11-05,Las Vegas,29.2,39,60
3.8977,2012-11-06,Las Vegas,29.2,33,49
3.736,2012-11-07,Las Vegas,29.2,29,55
3.5281,2012-11-08,Las Vegas,29.2,36,66
3.7874,2012-11-09,Las Vegas,29.2,28,68
3.8026,2012-11-10,Las Vegas,29.2,31,72
3.6462,2012-11-11,Las Vegas,29.2,40,72
3.6368,2012-11-12,Las Vegas,29.22,55,73
3.686,2012-11-13,Las Vegas,29.37,40,63
3.7577,2012-11-14,Las Vegas,29.37,32,53
3.5463,2012-11-15,Las Vegas,29.82,32,48
3.5025,2012-11-16,Las Vegas,29.82,30,58
3.8131,2012-11-17,Las Vegas,29.82,34,58
